40,40,
4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
4,4,4,4,4,4,4,3,0,0,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
4,4,4,4,4,4,4,3,1,6,6,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
4,4,4,3,3,3,3,3,1,6,6,1,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,
4,4,4,3,2,2,2,2,1,6,6,1,2,2,2,2,4,0,0,0,0,9,0,9,1,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,
4,4,4,3,2,2,2,2,1,6,6,1,2,2,2,2,4,3,3,0,0,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,3,4,4,4,
4,4,4,3,2,2,2,2,1,1,1,1,2,2,2,2,4,13,0,0,0,0,0,3,1,1,1,0,6,0,0,0,0,0,0,0,3,4,4,4,
4,4,4,3,2,2,2,3,2,2,2,2,3,2,2,2,4,0,0,0,0,0,0,3,1,1,1,1,1,6,6,6,0,0,0,0,3,4,4,4,
4,4,4,3,3,2,3,3,0,0,0,0,3,2,2,2,4,0,0,0,0,0,0,3,1,1,1,1,1,1,6,1,1,0,0,0,3,4,4,4,
4,4,4,3,1,2,1,3,0,0,0,0,3,2,2,2,4,0,0,0,0,0,0,3,1,1,1,1,1,1,1,1,1,1,0,0,3,4,4,4,
4,4,4,3,1,2,1,3,0,0,0,0,3,2,2,2,4,0,0,0,0,0,0,3,1,1,1,1,1,1,1,6,1,1,1,0,3,4,4,4,
4,4,4,3,3,2,3,3,9,0,0,0,3,2,2,2,4,6,3,3,3,3,6,3,1,1,6,1,1,1,1,1,1,1,1,1,3,4,4,4,
4,4,4,3,1,2,1,3,3,0,0,3,3,2,2,2,4,6,3,9,9,3,6,3,1,1,1,1,1,1,1,1,1,6,1,1,3,4,4,4,
4,4,4,3,1,2,1,3,2,0,0,2,2,2,2,2,4,6,3,6,6,3,6,3,1,1,1,1,1,1,1,6,1,1,1,1,3,4,4,4,
4,4,4,3,3,2,3,3,2,0,0,2,2,2,2,2,3,3,3,1,1,3,3,3,1,1,6,1,1,1,1,1,1,1,6,1,3,4,4,4,
4,4,4,3,6,6,6,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,
4,4,4,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,4,4,4,
4,4,4,4,4,4,4,4,3,0,0,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,3,0,0,3,4,4,4,4,4,4,4,
4,4,4,4,4,4,4,4,3,0,0,3,3,0,2,6,2,2,3,0,0,3,2,1,2,2,2,0,3,3,0,0,3,4,4,4,4,4,4,4,
4,4,4,4,4,4,4,4,3,0,0,3,3,0,3,2,2,2,0,0,0,0,2,6,2,2,3,0,3,3,9,0,3,4,4,4,4,4,4,4,
4,4,4,4,4,4,4,4,3,0,0,3,3,0,3,2,2,2,0,0,0,0,2,2,2,2,3,0,3,3,0,0,3,4,4,4,4,4,4,4,
4,4,4,4,4,4,4,4,3,0,0,3,3,0,2,2,1,2,0,0,0,0,2,2,2,2,2,0,3,3,0,0,3,4,4,4,4,4,4,4,
4,4,4,4,4,4,4,4,3,0,0,3,3,9,2,2,2,2,0,0,0,8,2,2,2,2,2,9,3,3,0,0,3,4,4,4,4,4,4,4,
4,4,4,4,4,4,4,4,3,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,4,4,4,4,4,4,4,
4,4,4,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,4,4,4,
4,4,4,3,2,1,2,2,2,0,0,2,2,2,1,2,3,6,6,6,6,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,
4,4,4,3,2,2,2,2,2,0,0,2,2,2,2,2,2,6,6,6,6,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,
4,4,4,3,2,0,2,2,2,0,0,2,2,2,0,2,3,6,6,6,6,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,
4,4,4,3,2,0,2,2,2,0,0,2,2,2,0,2,3,3,3,2,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,
4,4,4,3,2,0,2,2,2,0,0,2,2,2,0,2,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,
4,4,4,3,2,0,2,2,2,0,0,2,2,2,0,2,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,
4,4,4,3,2,0,2,2,2,0,0,2,2,2,0,2,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,
4,4,4,3,2,0,2,2,3,0,0,3,2,2,0,2,3,3,3,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,
4,4,4,3,2,0,2,2,3,0,0,3,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,
4,4,4,3,2,9,2,2,2,2,2,2,2,2,9,2,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,
4,4,4,3,2,2,2,2,3,2,2,3,2,2,2,2,3,4,4,3,3,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,
4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
